Id,SalePrice
1461,133126.22763726223
1462,158823.66199207888
1463,187146.01241713102
1464,197598.37669547222
1465,183710.29259370617
1466,166323.09517551214
1467,173355.2571952558
1468,164724.09474821622
1469,186245.92419665158
1470,120462.66778940201
1471,204189.40713745472
1472,98305.32752988825
1473,97812.52922278874
1474,150162.22071717907
1475,113552.74711594486
1476,396034.5504532293
1477,237772.02193362158
1478,265488.58659590327
1479,236187.87629272012
1480,484934.19861958514
1481,328128.8668251561
1482,206647.18702006593
1483,167246.64563361622
1484,161903.27241528285
1485,180673.93328786636
1486,196328.84203047585
1487,344285.0779667593
1488,232911.32593828815
1489,187342.65670587317
1490,230012.20708570525
1491,189574.9572623308
1492,97741.23021461272
1493,176253.8293806211
1494,285378.45661043323
1495,285441.3169194284
1496,243842.6448168836
1497,182908.81331161535
1498,158956.83139577936
1499,153212.70173183753
1500,143816.1914731856
1501,169808.10994777674
1502,146890.5817212125
1503,301128.796249115
1504,249478.31401704808
1505,235081.0230068973
1506,180623.07925895124
1507,249575.84274659673
1508,200667.3478329231
1509,150800.61811311744
1510,142670.67379268355
1511,149188.98544399324
1512,167300.9403695589
1513,142956.34131205574
1514,170044.30958422588
1515,186333.5515822959
1516,152250.18710936073
1517,166219.2350390711
1518,136932.71001084172
1519,217154.78026391251
1520,135298.42041518664
1521,132651.50398391252
1522,169722.64004259979
1523,113176.47384479419
1524,123877.04694899295
1525,124505.89931847838
1526,112857.40463132902
1527,110809.25197297226
1528,133597.72526876637
1529,145685.05547117718
1530,181073.27710317684
1531,97065.49690881977
1532,101590.8482272901
1533,152072.96210207103
1534,119986.68388980207
1535,156301.5868262302
1536,117610.47039037608
1537,54867.485965224594
1538,150902.72584889547
1539,195572.08867094427
1540,79621.23747869652
1541,137656.2542688997
1542,152281.67152105147
1543,209312.6683002598
1544,83625.40499165992
1545,103208.55917673721
1546,120362.96185782574
1547,127659.36644335222
1548,132107.35027290205
1549,112958.46896742732
1550,135131.48664723762
1551,116261.77185297039
1552,136754.8952248186
1553,135488.08814280058
1554,117739.08476002909
1555,173757.51755867785
1556,81117.88634819591
1557,105325.18176377864
1558,93670.50350894702
1559,81580.60937712657
1560,153158.6257147025
1561,117288.03693456875
1562,135715.86353258186
1563,116915.33715330008
1564,160207.27469851723
1565,144716.9640940156
1566,236895.68208788594
1567,71027.7008842461
1568,221191.8522437437
1569,144627.24042465756
1570,136893.95904807784
1571,112261.47266808692
1572,151020.45173311516
1573,242522.39782525465
1574,118253.66899319041
1575,214264.8737223107
1576,241849.53429266368
1577,170323.4731732254
1578,140424.06913993065
1579,137964.2844945965
1580,194883.87211726324
1581,150545.42505304803
1582,123105.38830171693
1583,326232.2279464659
1584,226258.9310270389
1585,138601.0809674912
1586,73955.35219371265
1587,98120.75350762802
1588,142125.01147564017
1589,92541.82380339612
1590,136610.25753941748
1591,92860.51955961001
1592,119530.48205803825
1593,123096.60351103317
1594,130238.5661578335
1595,108483.40420436827
1596,247657.45175701863
1597,191872.2607008674
1598,203346.80611450667
1599,174085.25681204846
1600,166080.8901857405
1601,62718.90794193257
1602,111931.91149699615
1603,82908.45614826023
1604,271449.69399326923
1605,257723.85863173107
1606,167162.36916325853
1607,168616.11094864714
1608,204557.4316101498
1609,176931.23800101536
1610,145141.90114023257
1611,130913.60031452478
1612,170362.07678525473
1613,167609.59079770834
1614,129898.84902910246
1615,87934.91447018806
1616,72825.54279178542
1617,91150.51310157137
1618,130288.92752583402
1619,139023.1263001938
1620,169184.2643778993
1621,140164.15491714163
1622,142130.89898142358
1623,263307.1515856196
1624,214925.24962089068
1625,122595.15929735065
1626,159308.04068222156
1627,192834.16236390258
1628,265668.2878993083
1629,172320.64756765295
1630,383471.93319051206
1631,217730.39286787633
1632,236430.08591266812
1633,170261.54477914056
1634,187670.25993062902
1635,180598.9902809541
1636,150298.92109585067
1637,189101.30162027146
1638,190420.69537019456
1639,183943.5313301047
1640,261514.3813651394
1641,177565.2084219773
1642,237342.4737649283
1643,231418.02468760128
1644,241917.37099761827
1645,186751.89157308437
1646,154245.53609856602
1647,150259.42299585757
1648,124396.53597605969
1649,141234.19382645734
1650,112617.828618493
1651,125066.69208904103
1652,103576.71457383719
1653,103300.49530680306
1654,146124.75732644132
1655,149465.13993421302
1656,145315.93000811263
1657,149781.23355915272
1658,142467.7849710008
1659,120951.6576663884
1660,158496.63446949655
1661,472526.74646480975
1662,393286.3067886599
1663,398054.041672885
1664,480948.7354594202
1665,297714.69722797815
1666,340316.39087525837
1667,340061.2859348087
1668,327496.2773640089
1669,292557.40164839977
1670,369185.31345129746
1671,266754.7840621589
1672,442891.48011043924
1673,268508.6930142676
1674,241251.68508862302
1675,192557.95771987736
1676,194824.8013766188
1677,206597.58685729836
1678,468770.28224111034
1679,411609.94587032305
1680,373312.95839323686
1681,249285.22058669513
1682,301128.8017161691
1683,177951.96199781433
1684,174781.48692926025
1685,174654.53721430546
1686,165646.18719176704
1687,169459.62282289335
1688,197359.70329539827
1689,188835.95239319312
1690,200161.36434342904
1691,184242.48539110777
1692,275763.2120664252
1693,164708.4732739176
1694,179922.96019496574
1695,164378.45689948834
1696,270767.00815798395
1697,169106.68499444568
1698,339481.74155491823
1699,320716.05454762763
1700,252183.13018544673
1701,264524.2582264714
1702,238605.26069893572
1703,239871.68218142368
1704,277381.04044042516
1705,233878.69452064435
1706,433407.52352860494
1707,224133.91926780317
1708,200961.27980225577
1709,264253.1593545117
1710,222793.59438710345
1711,275131.7754891375
1712,237734.30892682256
1713,261025.09943953386
1714,236806.73113569073
1715,197628.21057469683
1716,181039.16935797798
1717,169739.79843702697
1718,127890.86810669232
1719,194353.00679209185
1720,241712.16036697567
1721,165856.24323333436
1722,120990.29192581536
1723,148245.923776083
1724,205953.42416978083
1725,238626.17513675892
1726,179390.2344425487
1727,161323.0499701979
1728,170091.62724617845
1729,161543.72569813664
1730,158587.33053348926
1731,123390.01718953747
1732,128577.50939883204
1733,123134.23034045241
1734,113343.98915072028
1735,130405.64797950452
1736,116358.84124769374
1737,306318.4215162141
1738,231917.32544004376
1739,260039.48690416533
1740,218458.79292490755
1741,178226.72449404473
1742,166527.4256766208
1743,165089.18263709685
1744,337382.72261508595
1745,219890.98259332203
1746,186213.92168257362
1747,205383.14917856094
1748,222908.41346597916
1749,148676.72336286397
1750,126720.56817554333
1751,242690.8026720357
1752,118568.00268052335
1753,143208.78953631598
1754,183811.34103214712
1755,170541.03859457286
1756,129041.96726811613
1757,118106.06294690378
1758,142537.00436670185
1759,167311.68997520965
1760,172406.7824076079
1761,145207.71015705192
1762,175403.17231208173
1763,166408.96397453963
1764,112385.49780400484
1765,156452.4649842479
1766,176519.51496120804
1767,223154.26775867623
1768,141673.95958025055
1769,174576.52759312035
1770,148891.40453559224
1771,124264.78045637437
1772,129638.51980451932
1773,131942.76751179853
1774,128843.92494244331
1775,139351.0118060053
1776,117238.32910236133
1777,110724.14651731645
1778,135463.66307650742
1779,112765.31340240531
1780,179617.32192075058
1781,130049.17539500189
1782,87860.14529933152
1783,147934.88610022058
1784,101189.67474649173
1785,120915.13918515784
1786,133867.39646911333
1787,167242.91659158486
1788,49053.95617165841
1789,101797.05694267267
