Id,SalePrice
1461,128305.22347985697
1462,154716.8508078082
1463,179957.28537083443
1464,183073.04974431783
1465,189186.86263301247
1466,178255.66517621424
1467,172475.3480650807
1468,175563.73246752186
1469,188131.73919047826
1470,128828.14985835443
1471,207583.19177857606
1472,93981.94344650216
1473,99804.52815432928
1474,147808.12239328882
1475,105975.04949813531
1476,345304.5121616777
1477,249957.2770036031
1478,281628.42789228924
1479,257590.12761201317
1480,518834.5163560065
1481,330035.68222569843
1482,208546.50294300754
1483,184912.2726848709
1484,161203.39683548317
1485,171384.17658893813
1486,195736.29792118212
1487,313293.8525165679
1488,246010.51206575782
1489,201118.19763436518
1490,203476.29733277526
1491,188645.0254752597
1492,107696.09876946337
1493,186095.10685538396
1494,293118.4527721878
1495,303413.18765241076
1496,223387.23703328558
1497,195006.3391553184
1498,154436.0553404833
1499,153052.88044270655
1500,158779.97392126042
1501,171598.73335926476
1502,142022.319808438
1503,307206.6419837688
1504,231441.09065244652
1505,220042.84498423943
1506,171294.01706702705
1507,260753.47707840984
1508,195536.17835399887
1509,152282.05353604103
1510,147287.47606105258
1511,143746.950863938
1512,166822.3551561801
1513,144081.31922679525
1514,176625.6440636591
1515,188915.60115111517
1516,135591.87052923845
1517,154658.51756891678
1518,136887.87302912294
1519,223965.31299000207
1520,140276.20780531288
1521,141229.06070836738
1522,164146.64219197954
1523,117107.92268703257
1524,123954.93709447469
1525,125532.37238537875
1526,123430.1692287801
1527,119078.16253422975
1528,133653.05035868628
1529,142320.86494197272
1530,174291.36450617728
1531,123951.89091387056
1532,90089.26018333586
1533,145268.19005564114
1534,113004.03846499397
1535,150048.10766405045
1536,127587.7944329716
1537,86557.02648812054
1538,150697.4576400747
1539,229658.78962096208
1540,124630.11328761437
1541,148756.26503374302
1542,142787.0997969619
1543,211906.33312852646
1544,80685.54201747567
1545,105619.62316797033
1546,119266.28526684569
1547,130205.08467445635
1548,130962.2413314672
1549,118424.88389944653
1550,138455.37949971473
1551,123234.34391386187
1552,139021.01904158332
1553,129898.01812291067
1554,121534.40031653552
1555,171864.78566764673
1556,99383.79489841113
1557,122418.16936064402
1558,87186.18008469934
1559,107156.81351971324
1560,141759.53380166861
1561,148445.47561736428
1562,129322.14796786694
1563,121496.02284337273
1564,163814.6750878394
1565,147699.38767274996
1566,221424.32169008482
1567,78536.0963659623
1568,236919.35596957966
1569,160018.32619049377
1570,124457.92831682813
1571,119615.20471919293
1572,149750.19980267528
1573,233122.04660823496
