Id,SalePrice
1461,131921.81
1462,148978.2
1463,179398.42
1464,198969.66
1465,181467.6
1466,168559.92
1467,173635.31
1468,170650.66
1469,190647.27
1470,124822.59
1471,203703.45
1472,97922.055
1473,100152.95
1474,153478.92
1475,119708.15
1476,387514.28
1477,241742.39
1478,277006.03
1479,257787.62
1480,493275.4
1481,340364.06
1482,209262.48
1483,166127.8
1484,159615.36
1485,176165.28
1486,192862.9
1487,331069.3
1488,226412.4
1489,196516.06
1490,213069.14
1491,190962.6
1492,101392.1
1493,199837.97
1494,282034.5
1495,294382.2
1496,238885.67
1497,188699.84
1498,164914.38
1499,155627.73
1500,151214.06
1501,171302.55
1502,153001.34
1503,289011.2
1504,242271.61
1505,223548.1
1506,174424.98
1507,231991.7
1508,188208.3
1509,153480.83
1510,141679.72
1511,145496.05
1512,167855.86
1513,140938.92
1514,183523.17
1515,181164.64
1516,148705.52
1517,159441.16
1518,129373.664
1519,225623.48
1520,134534.12
1521,131630.12
1522,169550.33
1523,110916.53
1524,125566.9
1525,123705.78
1526,116481.23
1527,113828.74
1528,130799.734
1529,140531.86
1530,184423.23
1531,95992.64
1532,92018.04
1533,142751.58
1534,112522.45
1535,146355.53
1536,115706.22
1537,69706.38
1538,142562.75
1539,202254.53
1540,82992.12
1541,137596.52
1542,140579.58
1543,213369.08
1544,72966.79
1545,104578.92
1546,123899.88
1547,127230.73
1548,135421.42
1549,123928.125
1550,137938.9
1551,111721.24
1552,142105.16
1553,130330.05
1554,114741.65
1555,157460.42
1556,88099.73
1557,108032.055
1558,88990.01
1559,88013.484
1560,143242.53
1561,141017.17
1562,133223.16
1563,120252.22
1564,155863.0
1565,142054.34
1566,232262.23
1567,72982.305
1568,227390.47
1569,157571.28
1570,139527.22
1571,115689.88
1572,145873.11
1573,216179.42
1574,126154.086
1575,202257.64
1576,223862.12
1577,179402.69
1578,144995.03
1579,135766.83
1580,194131.58
1581,146717.2
1582,128469.75
1583,342556.25
1584,225714.75
1585,137747.11
1586,68295.13
1587,100464.914
1588,141924.36
1589,91164.31
1590,126986.95
1591,89637.336
1592,127159.4
1593,124816.27
1594,120520.08
1595,115850.305
1596,251521.72
1597,181510.52
1598,206483.94
1599,154549.52
1600,147880.73
1601,58834.176
1602,108320.61
1603,99469.9
1604,269870.2
1605,251832.3
1606,165703.42
1607,154552.92
1608,208332.97
1609,172391.06
1610,148292.27
1611,134758.06
1612,169776.19
1613,175617.08
1614,129362.56
1615,87618.78
1616,73633.25
1617,92321.12
1618,127705.06
1619,140430.44
1620,146035.56
1621,135826.66
1622,136584.58
1623,270878.62
1624,215493.77
1625,122116.46
1626,164783.58
1627,189535.44
1628,269895.9
1629,172076.2
1630,388415.94
1631,230590.61
1632,249922.81
1633,167400.42
1634,186408.27
1635,180160.19
1636,153704.5
1637,194491.83
1638,199052.42
1639,183600.55
1640,253071.97
1641,188283.36
1642,230116.97
1643,228922.5
1644,237204.86
1645,195352.52
1646,157505.94
1647,145677.64
1648,129479.07
1649,136637.88
1650,114011.695
1651,122734.44
1652,101850.8
1653,104828.35
1654,148813.9
1655,145966.77
1656,149304.2
1657,153294.61
1658,145684.17
1659,128094.04
1660,156060.08
1661,447423.16
1662,424895.5
1663,393647.47
1664,527542.3
1665,296036.2
1666,327085.88
1667,391562.72
1668,336710.0
1669,294307.25
1670,337090.44
1671,257781.72
1672,487896.47
1673,274029.06
1674,236534.4
1675,193160.55
1676,195908.1
1677,214051.42
1678,496326.03
1679,402383.5
1680,346796.88
1681,228560.17
1682,311032.78
1683,183034.12
1684,177348.95
1685,174941.44
1686,163340.84
1687,170572.39
1688,190604.17
1689,181270.92
1690,189278.94
1691,174344.83
1692,259747.55
1693,168235.03
1694,179072.11
1695,165520.36
1696,267908.47
1697,171059.8
1698,359613.0
1699,340838.28
1700,252869.28
1701,266369.97
1702,249171.72
1703,242102.55
1704,296231.34
1705,231164.4
1706,465419.03
1707,211790.6
1708,203766.0
1709,269755.4
1710,226094.36
1711,262247.03
